# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_horizon_v2_re
# Exported by: Sonoran Warrior
setting:	replacespawns 1
item_ammo_revolver_mor	627.281372 148.283112 64.388695	-0.096 -0.020 -0.029
item_ammo_revolver_mor	-592.699646 -319.867065 64.412323	-0.075 -0.020 -0.023
item_ammo_revolver_mor	-579.318054 -322.476227 64.463959	0.465 -1.477 0.085
item_ammo_revolver_mor	-568.438110 -327.386078 64.374557	-0.109 -0.020 -0.033
item_ammo_revolver_mor	-638.942444 -413.169495 -147.598770	-0.085 -0.020 -0.026
item_ammo_revolver_mor	-625.584229 -412.442505 -147.647888	-0.128 -0.019 -0.039
item_ammo_revolver_mor	-614.255798 -413.000946 -147.652390	-0.132 -0.019 -0.040
item_ammo_revolver_mor	-1038.560181 -272.961029 -43.600262	-0.086 -0.020 -0.026
item_ammo_revolver_mor	-612.403137 373.681213 -183.645676	-0.126 -0.019 -0.038
item_ammo_revolver_mor	-602.908997 375.484619 -183.637207	-0.119 -0.019 -0.036
item_ammo_revolver_mor	-588.659363 375.321960 -183.659378	-0.138 -0.019 -0.042
item_ammo_revolver_mor	-358.942535 823.260681 -439.666473	0.032 0.028 0.005
item_ammo_revolver_mor	-347.077332 818.943298 -439.671570	0.033 0.028 0.005
item_ammo_revolver_mor	-356.000031 796.433594 -439.654480	0.030 0.030 0.004
item_ammo_revolver_mor	-345.478058 800.428040 -439.654480	0.030 0.030 0.004
item_ammo_revolver_mor	4060.403076 462.305328 -127.669250	-0.147 -0.018 -0.044
item_ammo_revolver_mor	4045.031494 463.678589 -127.603294	-0.089 -0.020 -0.027
item_ammo_revolver_mor	4026.506592 464.816833 -127.650124	-0.130 -0.019 -0.039
item_ammo_revolver_mor	4065.680176 -142.042709 -127.609650	-0.095 -0.020 -0.029
item_ammo_revolver_mor	4051.572998 -144.099442 -127.677040	-0.154 -0.018 -0.047
item_ammo_revolver_mor	4038.390137 -143.809296 -127.647888	-0.128 -0.019 -0.039
item_ammo_revolver_mor	2461.858398 172.913284 -423.671814	-0.149 -0.018 -0.045
item_ammo_revolver_mor	2459.565186 199.051682 -423.619934	-0.104 -0.020 -0.031
item_ammo_revolver_mor	2344.586914 208.301559 -830.647949	-0.137 -0.020 -0.045
item_ammo_revolver_mor	2358.148193 208.349915 -831.641357	-0.122 -0.019 -0.037
item_ammo_revolver_mor	2372.079346 208.436615 -831.635132	-0.117 -0.019 -0.035
item_ammo_revolver_mor	-371.322418 933.116089 -223.650131	-0.130 -0.019 -0.039
item_ammo_revolver_mor	-351.239319 930.892151 -223.565155	-0.206 0.302 -0.310
item_ammo_revolver_mor	-1826.627930 -62.598476 -767.677063	-0.154 -0.018 -0.046
item_ammo_revolver_mor	-1818.725342 -57.414257 -767.633179	-0.115 -0.019 -0.035
item_ammo_revolver_mor	-1805.068604 -52.292824 -767.627197	0.087 0.099 0.047
item_ammo_revolver_mor	-2519.655273 -437.649811 -767.549377	0.558 0.143 0.155
item_ammo_revolver_mor	-2513.565430 -426.663483 -767.545654	1.549 0.506 0.197
item_ammo_revolver_mor	-2507.439209 -410.375610 -767.563171	-0.322 0.154 -0.472
item_ammo_revolver_mor	-2532.468506 229.469971 -767.645508	0.028 0.030 0.004
item_ammo_revolver_mor	-2523.396973 226.749969 -767.625427	-0.108 -0.020 -0.033
item_ammo_revolver_mor	-2508.648682 229.064545 -767.664246	-0.142 -0.019 -0.043
item_ammo_revolver_mor	3858.545410 -180.409927 -831.679688	-0.156 -0.017 -0.047
item_ammo_revolver_mor	3878.962891 -178.785370 -831.623535	-0.107 -0.020 -0.032
item_ammo_revolver_mor	3898.399170 -177.743790 -831.607971	-0.093 -0.020 -0.028
item_ammo_revolver_mor	2470.608154 188.472305 -423.645691	-0.126 -0.019 -0.038
item_ammo_revolver_mor	1758.436646 112.976006 64.356476	0.124 0.019 -0.038
item_ammo_revolver_mor	1780.351318 110.072227 64.364815	0.117 0.019 -0.035
item_ammo_revolver_mor	1801.177124 111.147087 64.362778	0.119 0.019 -0.036
item_ammo_revolver_mor	-1002.944397 -598.642883 -703.577881	-0.328 0.070 -0.469
item_ammo_revolver_mor	-931.218689 -598.694275 -703.550659	-0.606 0.134 -0.504
item_ammo_revolver_mor	-917.525879 -597.906311 -703.585083	-0.073 -0.020 -0.022
item_ammo_revolver_mor	-429.177338 828.398315 -607.659424	-0.138 -0.019 -0.042
item_ammo_revolver_mor	-448.957428 825.015503 -607.666748	-0.145 -0.018 -0.044
item_ammo_revolver_mor	-468.079224 830.049622 -607.666748	-0.145 -0.018 -0.044
item_ammo_revolver_mor	-1062.064575 928.973389 -367.637207	-0.119 -0.019 -0.036
item_ammo_revolver_mor	-1076.970215 929.147156 -367.652374	0.132 0.019 -0.040
item_ammo_revolver_mor	-1092.084473 923.239624 -367.564178	-0.055 -0.020 -0.017
item_ammo_revolver_mor	1432.520508 -145.698883 -127.569572	-0.293 0.640 -0.539
item_ammo_revolver_mor	1366.614624 -147.318283 -127.621742	-0.105 -0.020 -0.032
item_ammo_revolver_mor	1346.782837 -147.829163 -127.608025	-0.093 -0.020 -0.028
item_ammo_revolver_mor	-689.623413 368.780792 40.347610	-0.132 -0.019 -0.040
item_ammo_revolver_mor	-697.962097 367.161133 40.358608	-0.122 -0.019 -0.037
item_ammo_revolver_mor	-711.877197 368.829437 40.378258	-0.105 -0.020 -0.032
item_ammo_revolver_mor	4522.917480 -175.971603 -679.641357	-0.122 -0.019 -0.037
item_ammo_revolver_mor	4510.945801 -171.590836 -679.560486	-0.052 -0.020 -0.016
item_ammo_revolver_mor	4491.894043 -168.745300 -679.611267	-0.096 -0.020 -0.029
weapon_frag	208.130005 -51.924301 642.000000	0.000 0.000 0.000
weapon_frag	-1737.744751 12.301040 2.127013	-36.225 -56.263 -90.740
weapon_frag	-1298.461914 254.862320 2.133774	-36.328 -56.162 -90.900
weapon_frag	-1313.867310 275.027893 2.142269	-36.458 -56.031 -91.102
weapon_frag	-1361.217041 307.689911 2.131551	-36.294 -56.195 -90.847
weapon_frag	4051.448730 558.067078 -125.911926	-35.630 -56.830 -89.832
weapon_frag	3694.110596 -58.333233 -829.831726	-36.854 -55.630 -91.728
weapon_frag	-644.263062 387.376282 -181.898758	-35.831 -50.121 -90.136
weapon_frag	-1295.535767 3.384330 2.190164	-37.190 -55.261 -92.266
weapon_frag	-1753.531128 31.201799 2.131550	-36.294 -56.195 -90.847
weapon_frag	-1581.548950 307.962311 2.088057	-35.630 -56.829 -89.831
weapon_frag	-2515.656494 -221.449127 -765.868469	-36.294 -56.194 -90.847
weapon_frag	-931.635925 796.900085 -605.807251	-37.229 -55.220 -92.330
weapon_frag	-1163.805298 948.046753 -365.879913	-36.119 -56.378 -90.576
weapon_frag	-1152.856934 934.735107 -365.884827	-36.043 -56.451 -90.460
weapon_frag	441.446136 941.973755 -437.900513	-35.804 -56.677 -90.095
weapon_frag	2339.574219 104.872238 -828.879578	13.512 -39.093 -90.139
player_start	-2308.194580 -660.796204 -63.463276	-0.077 -0.000 0.076
player_start	-1679.236084 64.638298 -383.456116	-0.068 0.000 0.068
player_start	-2164.778809 1040.328369 -463.447510	-0.058 0.000 0.057
player_start	-301.710205 747.672058 -223.434006	0.033 0.000 0.033
player_start	-535.341125 47.016384 -183.453369	-0.052 -0.000 0.052
player_start	399.451416 171.347260 -127.457558	-0.056 -0.000 0.056
player_start	-962.075867 -336.608521 -43.476967	-0.093 -0.000 0.093
player_start	-329.248871 -431.539520 64.551018	-0.059 0.000 0.059
player_start	-268.988098 726.365173 64.553177	-0.057 0.000 0.056
player_start	318.502808 731.624451 -439.458679	-0.071 -0.000 0.071
player_start	-302.411041 719.923767 -439.456085	-0.068 0.000 -0.068
player_start	-565.183594 353.219360 -439.436249	-0.044 -0.000 0.044
player_start	-1364.185791 -154.422989 -703.444092	-0.053 0.000 0.053
player_start	-2481.772949 124.471764 -767.438965	0.043 0.109 0.167
player_start	-2358.524902 -386.406677 -767.473572	-0.089 -0.000 0.089
player_start	-1870.047729 -255.712097 -767.478149	-0.095 -0.000 0.094
player_start	427.304779 469.732483 -703.470276	-0.085 -0.000 0.085
player_start	-96.389847 461.570709 -703.450439	-0.061 -0.000 0.061
player_start	406.754395 -155.211792 -703.437378	-0.045 -0.000 0.045
player_start	-70.793953 -139.807037 -703.478149	-0.094 -0.000 0.094
player_start	2797.736328 -31.678699 -831.438477	-0.047 0.000 0.046
player_start	2800.829346 349.341766 -831.441467	-0.050 0.000 -0.050
player_start	3734.014648 168.039337 -127.451248	-0.062 0.000 0.062
player_start	3218.511230 -112.746391 -831.457764	-0.070 0.000 0.070
player_start	3275.274658 420.279358 -831.457764	-0.070 0.000 0.070
player_start	3959.799805 453.316284 -831.464233	-0.078 -0.000 0.078
player_start	3886.438721 -107.676285 -831.439636	-0.048 0.000 0.047
player_start	2600.903564 156.554169 64.535767	-0.078 -0.000 0.078
player_start	4003.703857 160.279922 -127.446121	-0.056 0.000 0.055
player_start	-1085.175415 1191.105347 -367.444061	-0.054 0.000 0.053
player_start	-1063.633789 1513.822876 -367.451233	-0.062 0.000 0.062
player_start	-661.818787 131.029755 -703.462341	0.075 0.000 0.075
player_start	-889.353577 616.069092 -607.450500	-0.061 0.000 0.061
player_start	-2495.385254 595.747620 -483.442780	-0.052 0.000 0.051
