# morbus weapon/ammo placement overrides - Thank TTT for this lua code
# For map: mor_lorica_v1
# Exported by: Kitty Supreme
setting:	replacespawns 1
weapon_glowstick	-5020.913086 -417.093262 -929.066650	-0.794 0.770 -0.182
weapon_glowstick	-4694.226563 -1709.809692 -928.999573	-0.475 0.912 -0.109
weapon_glowstick	-4628.956543 -951.698425 -824.945557	-0.208 0.883 -0.046
weapon_glowstick	1696.999634 -208.886826 -824.989807	-0.410 0.866 -0.090
weapon_glowstick	2277.114502 -537.884521 -785.001831	0.288 -0.898 0.392
weapon_glowstick	2293.813232 -1974.454712 -784.916748	0.710 0.014 0.511
weapon_glowstick	-1023.273743 -2448.980225 181.956421	-0.655 0.795 -0.144
weapon_glowstick	-1019.760620 -2435.315674 181.940369	-0.728 0.768 -0.160
weapon_mor_zx9	-684.837891 -2436.224609 180.028030	-2.795 -0.954 0.421
weapon_mor_zx9	-5432.712891 -1258.237549 -826.936890	-2.757 -0.949 0.285
weapon_mor_zx9	-970.988159 -3946.870850 134.083664	-2.734 -0.946 0.205
weapon_mor_zx9	-919.734009 -2438.891602 180.053726	-2.767 -0.950 0.321
weapon_mor_m418	2318.834717 -108.110832 -830.796875	1.539 -6.751 82.789
weapon_mor_m418	1453.779053 -1858.249512 -830.771240	1.540 -11.287 83.098
weapon_mor_m418	-1625.229004 -2909.772705 -687.771240	1.540 -11.293 83.098
weapon_mor_m418	-1420.351074 -3656.722412 90.270348	1.674 -14.152 83.288
weapon_mor_m418	-536.960571 -4079.171875 130.213821	1.539 6.005 82.918
weapon_mor_m418	-577.242493 -2263.337646 97.181328	1.537 2.109 82.525
weapon_mor_m418	-572.212524 -2245.062256 97.228706	1.540 -11.304 83.098
weapon_mor_blaster	-1807.533569 980.087646 -627.098511	2.241 -18.494 -84.616
weapon_mor_blaster	-990.783142 235.911865 -403.133545	2.228 -18.488 -84.257
weapon_mor_blaster	-740.314819 -2446.592041 175.878357	2.233 -18.491 -84.379
weapon_mor_blaster	-2518.224609 119.333603 -589.117554	2.234 -18.490 -84.421
weapon_mor_scarm8	-629.751221 -2265.520020 97.259308	0.315 9.321 84.997
weapon_mor_scarm8	-625.817749 -2250.981445 97.241913	0.382 9.321 84.639
weapon_mor_scarm8	-814.337341 -1634.243042 41.244991	0.391 9.632 84.674
weapon_mor_scarm8	-551.565918 99.894028 100.192795	0.571 9.313 83.631
weapon_mor_scarm8	-429.273071 969.433899 -830.753967	0.366 9.321 84.723
weapon_mor_scarm8	2324.877197 -2094.591309 -830.943115	-0.774 -9.213 -89.587
item_ammo_pistol_mor	-627.685669 216.091721 -831.538879	-0.033 -0.020 -0.010
item_ammo_pistol_mor	-636.308411 215.268051 -831.561401	-0.053 -0.020 -0.016
item_ammo_pistol_mor	-371.229370 -182.429459 -831.625427	-0.108 -0.020 -0.033
item_ammo_pistol_mor	-356.914886 -185.266312 -831.581360	-0.070 -0.020 -0.021
item_ammo_pistol_mor	-1106.380005 -700.622742 -831.664246	-0.142 -0.019 -0.043
item_ammo_pistol_mor	-1095.982666 -696.921631 -831.635132	-0.117 -0.019 -0.035
item_ammo_pistol_mor	-454.832947 -1884.471069 -831.600220	-0.086 -0.020 -0.026
item_ammo_pistol_mor	-470.806732 -1884.505981 -831.587646	-0.075 -0.020 -0.023
item_ammo_pistol_mor	121.479424 -3119.633789 -760.625427	-0.109 -0.020 -0.033
item_ammo_pistol_mor	108.472237 -3116.399170 -760.664246	-0.142 -0.019 -0.043
item_ammo_pistol_mor	-1362.966187 -2392.355957 -688.571167	-0.061 -0.020 -0.019
item_ammo_pistol_mor	-1370.340942 -2388.607178 -688.656982	-0.136 -0.019 -0.041
item_ammo_pistol_mor	-555.779175 -3932.776367 129.340591	-0.138 -0.019 -0.042
item_ammo_pistol_mor	-567.035522 -3932.754150 129.349869	-0.130 -0.019 -0.039
item_ammo_pistol_mor	-1257.898438 -2091.808594 96.381844	-0.102 -0.020 -0.031
item_ammo_pistol_mor	-1247.504028 -2091.842773 96.356476	-0.124 -0.019 -0.038
item_ammo_pistol_mor	-1237.816284 -2091.497803 96.333504	0.032 0.028 0.005
item_ammo_pistol_mor	-1260.416260 -2115.371338 96.398232	-0.088 -0.020 -0.027
item_ammo_pistol_mor	-1250.731812 -2114.967773 96.449318	-0.043 -0.020 -0.013
item_ammo_pistol_mor	-1238.450317 -2113.943848 96.401222	-0.085 -0.020 -0.026
item_ammo_pistol_mor	-1157.495850 -2262.628662 96.429932	0.349 -0.134 -0.481
item_ammo_pistol_mor	-1156.291382 -2243.138672 96.391975	-0.093 -0.020 -0.028
item_ammo_pistol_mor	-1147.507202 -2262.710938 96.438164	-0.597 0.162 -0.567
item_ammo_pistol_mor	-1147.070557 -2242.595459 96.347610	-0.132 -0.019 -0.040
item_ammo_pistol_mor	-1135.529175 -2262.767822 96.479958	-0.443 0.192 -0.249
item_ammo_pistol_mor	-1137.021851 -2244.021973 96.388504	0.244 0.017 -0.170
weapon_mor_medkit	-5302.370605 -407.066833 -935.501892	-0.503 -1.166 0.050
weapon_mor_medkit	-4855.302734 -1253.608032 -831.497986	-0.368 -0.287 0.096
weapon_mor_medkit	-5298.772461 -1807.370605 -935.522034	0.755 -2.131 0.184
weapon_mor_medkit	-3476.682617 -1110.902466 -767.530151	-0.345 2.453 0.601
weapon_mor_medkit	-2810.899414 -1387.550781 -767.505798	-0.551 -0.286 0.071
weapon_mor_medkit	-864.590393 -405.217743 -769.519287	-0.867 -0.264 0.030
weapon_mor_medkit	-433.923065 991.010986 -831.509949	-0.649 -0.283 0.058
weapon_mor_medkit	164.519714 496.902008 -767.528809	-0.962 2.157 0.100
weapon_mor_medkit	-898.610840 -11.676705 99.480423	-0.875 -0.264 0.028
weapon_mor_medkit	-919.561829 -10.375055 99.477921	-0.934 -0.246 0.021
weapon_mor_medkit	-659.714172 -1639.935059 104.482368	-0.829 -0.270 0.035
weapon_mor_medkit	-1250.638184 -2037.333862 96.482063	-0.837 -0.269 0.034
weapon_mor_medkit	-1237.485474 -2039.485352 96.492172	-0.599 -0.285 0.065
weapon_mor_medkit	-1248.398193 -2052.502441 96.481743	-0.844 -0.270 0.033
weapon_mor_medkit	-1236.526611 -2052.215576 96.497284	-0.479 -0.287 0.081
weapon_mor_medkit	-596.971924 -3954.420166 129.485947	-0.346 -2.170 0.356
weapon_mor_medkit	-609.235107 -3951.047119 129.487015	-0.720 -0.279 0.049
weapon_mor_medkit	207.132370 -3658.461670 89.493874	-1.259 -1.043 0.066
weapon_mor_medkit	-1250.003052 -2067.209229 96.464722	-1.133 -1.363 0.128
weapon_mor_medkit	-1239.298340 -2068.209229 96.484428	-0.781 -0.274 0.041
weapon_mor_medkit	2329.892578 -2080.742432 -831.514221	-0.750 -0.277 0.045
weapon_mor_medkit	1848.573853 -1334.439575 -795.512024	-0.698 -0.281 0.052
weapon_mor_medkit	1689.302124 -179.459335 -831.518860	-0.860 -0.264 0.031
weapon_mor_medkit	-1005.369141 -2453.831543 175.486282	-0.738 -0.279 0.047
weapon_mor_medkit	-1004.444397 -2427.371826 175.483871	-0.794 -0.274 0.039
mor_random_pistol	-636.410034 237.701370 -831.189392	2.981 -40.664 -83.300
mor_random_pistol	-379.938080 -211.641647 -831.075256	2.250 -18.500 -84.855
mor_random_pistol	-1127.745117 -695.894104 -831.158142	2.219 -18.436 -84.004
mor_random_pistol	-434.515472 -1886.245239 -831.138367	2.226 -18.490 -84.207
mor_random_pistol	108.394333 -3137.934326 -760.117493	2.234 -18.490 -84.421
mor_random_pistol	-1344.630493 -2394.486084 -688.172607	2.213 -18.357 -83.856
mor_random_pistol	-561.010376 -3952.243408 129.849396	2.221 -18.466 -84.082
mor_random_pistol	-308.160645 -2046.612549 96.829109	2.577 -37.684 -83.850
mor_random_pistol	-322.103485 -2044.807129 96.851219	2.222 -18.469 -84.101
mor_random_pistol	-308.255676 -2071.283936 96.839539	2.359 -29.150 -84.185
mor_random_pistol	-319.877289 -2066.994629 96.828400	2.061 -22.110 -84.133
mor_random_smg	-448.718689 -2264.382813 97.090248	0.476 6.356 -87.535
mor_random_smg	-449.124969 -2247.558105 97.095833	0.226 6.147 -87.174
mor_random_smg	-404.143738 -2265.643311 97.093224	0.319 6.183 -87.289
mor_random_smg	-403.168579 -2248.685547 97.094032	0.290 6.175 -87.253
mor_random_smg	-359.315887 -2262.460938 97.095413	0.241 6.157 -87.193
mor_random_smg	-359.314911 -2245.663818 97.094810	0.263 6.174 -87.219
mor_random_smg	-856.879578 -1308.066284 41.094032	0.290 6.175 -87.253
mor_random_smg	-668.290955 -21.260365 100.094139	0.287 6.175 -87.249
mor_random_smg	-1234.690674 -280.114929 65.096336	0.208 6.155 -87.152
mor_random_smg	-1551.221802 -1394.963135 65.094872	0.260 6.171 -87.216
mor_random_smg	-562.458191 964.411011 -702.906006	0.292 6.175 -87.255
mor_random_smg	-4345.184082 -978.567810 -830.921936	0.424 1.512 -87.633
mor_random_smg	-4945.169922 -1261.536865 -830.904053	0.225 3.698 -87.174
mor_random_smg	-5482.959473 -511.593140 -934.903625	0.208 6.168 -87.152
mor_random_smg	2326.861816 -1632.624146 -789.873108	-5.494 -4.516 -85.710
mor_random_smg	-524.655029 -4031.960693 130.096329	0.208 2.001 -87.152
mor_random_smg	-975.415344 -4403.395020 89.121170	0.054 6.482 -87.840
item_ammo_revolver_mor	-5496.029297 -1686.679688 -935.654663	-0.134 -0.019 -0.041
item_ammo_revolver_mor	-5481.821289 -1690.170654 -935.575500	-0.065 -0.020 -0.020
item_ammo_revolver_mor	-2511.698975 -481.806427 -831.557861	-0.049 -0.020 -0.015
item_ammo_revolver_mor	-2521.758545 -483.857178 -831.569092	-0.059 -0.020 -0.018
item_ammo_revolver_mor	-2530.938721 -481.510101 -831.607971	-0.093 -0.020 -0.028
item_ammo_revolver_mor	-638.336975 984.282104 -831.609619	-0.095 -0.020 -0.029
item_ammo_revolver_mor	-646.810852 984.050110 -831.595825	-0.083 -0.020 -0.025
item_ammo_revolver_mor	-658.017029 987.980042 -831.556152	-0.048 -0.020 -0.015
item_ammo_revolver_mor	-1002.939087 105.155380 99.390350	-0.095 -0.020 -0.029
item_ammo_revolver_mor	-1012.490112 106.032288 99.404129	-0.083 -0.020 -0.025
item_ammo_revolver_mor	-1027.202881 110.443047 99.411659	1.057 0.290 0.007
item_ammo_revolver_mor	-1048.097290 -4103.103027 129.385315	-0.099 -0.020 -0.030
item_ammo_revolver_mor	-1041.952881 -4103.332031 129.385315	-0.099 -0.020 -0.030
item_ammo_revolver_mor	-1034.618042 -4103.468750 129.428787	-0.061 -0.020 -0.018
item_ammo_revolver_mor	1867.611694 -1402.975830 -795.635132	-0.117 -0.019 -0.035
item_ammo_revolver_mor	1857.631470 -1402.001099 -795.656982	-0.136 -0.019 -0.041
item_ammo_revolver_mor	1848.288696 -1404.634521 -795.679688	-0.156 -0.017 -0.047
item_ammo_revolver_mor	2340.397217 -89.485382 -831.604797	-0.091 -0.020 -0.027
item_ammo_revolver_mor	2328.854736 -90.141571 -831.645691	-0.126 -0.019 -0.038
item_ammo_revolver_mor	2309.555176 -86.330856 -831.588989	-0.077 -0.020 -0.023
item_ammo_revolver_mor	1468.207031 -1891.691895 -831.635132	-0.117 -0.019 -0.035
item_ammo_revolver_mor	1451.714844 -1883.283813 -831.656982	-0.136 -0.019 -0.041
item_ammo_revolver_mor	1440.814453 -1895.758057 -831.677002	-0.154 -0.018 -0.047
item_ammo_revolver_mor	-1654.193604 -2893.140137 -688.553772	-0.768 -0.202 0.203
item_ammo_revolver_mor	-1653.508179 -2911.335449 -688.548523	-0.571 -0.100 0.475
item_ammo_revolver_mor	-1675.575684 -2915.157227 -688.629028	0.025 0.031 0.004
item_ammo_revolver_mor	-1429.820923 -3641.314209 64.374557	-0.108 -0.020 -0.033
item_ammo_revolver_mor	-1416.349243 -3642.589355 64.421516	-0.459 0.200 -0.642
item_ammo_revolver_mor	-1396.396240 -3642.562988 64.439026	-0.295 0.285 -0.484
item_ammo_revolver_mor	-514.177002 -4104.055176 129.358597	-0.122 -0.019 -0.037
item_ammo_revolver_mor	-523.670288 -4106.306641 129.383591	-0.101 -0.020 -0.030
item_ammo_revolver_mor	-533.509521 -4107.378906 129.419800	-0.069 -0.020 -0.021
item_ammo_revolver_mor	77.385269 -3638.022705 64.393570	-0.092 -0.020 -0.028
item_ammo_revolver_mor	89.287384 -3639.453857 64.462746	-0.031 -0.020 -0.010
item_ammo_revolver_mor	103.064209 -3640.849854 64.432892	-0.058 -0.020 -0.017
item_ammo_revolver_mor	-697.671692 -703.016724 40.382008	0.023 0.031 0.003
item_ammo_revolver_mor	-688.584473 -701.382019 40.399879	0.019 0.031 0.003
item_ammo_revolver_mor	-677.360657 -703.340454 40.347828	0.030 0.030 0.004
item_ammo_revolver_mor	-916.795776 85.160782 99.362778	-0.119 -0.019 -0.036
item_ammo_revolver_mor	-927.547058 87.273239 99.439499	-0.052 -0.020 -0.016
item_ammo_revolver_mor	-937.126038 89.052742 99.358604	-0.122 -0.019 -0.037
item_ammo_revolver_mor	-1063.901733 249.725174 -831.616394	-0.101 -0.020 -0.030
item_ammo_revolver_mor	-1050.208252 250.842773 -831.606384	-0.092 -0.020 -0.028
item_ammo_revolver_mor	-1041.962158 248.418396 -831.654663	-0.134 -0.019 -0.041
item_ammo_revolver_mor	-1051.734131 -4025.337158 129.399734	-0.086 -0.020 -0.026
item_ammo_revolver_mor	-1039.817749 -4025.208496 129.419800	-0.069 -0.020 -0.021
item_ammo_revolver_mor	-1027.646240 -4024.878174 129.396698	-0.089 -0.020 -0.027
item_ammo_revolver_mor	-1837.162964 -3195.347412 64.442123	-0.049 -0.020 -0.015
item_ammo_revolver_mor	-1824.697144 -3196.628174 64.396706	-0.089 -0.020 -0.027
item_ammo_revolver_mor	-1812.090576 -3195.613281 64.413620	-0.074 -0.020 -0.023
item_ammo_revolver_mor	-219.120667 -3145.011719 64.421318	0.582 -0.096 0.163
item_ammo_revolver_mor	-237.120667 -3147.645264 64.349876	-0.130 -0.019 -0.039
item_ammo_revolver_mor	-248.080154 -3148.307373 64.317558	-0.158 -0.017 -0.048
item_ammo_revolver_mor	-26.119307 -2280.632324 64.372673	-0.110 -0.020 -0.033
item_ammo_revolver_mor	-14.467961 -2278.530518 64.338196	-0.140 -0.019 -0.042
item_ammo_revolver_mor	-2.463412 -2273.044434 64.362778	-0.119 -0.019 -0.036
item_ammo_revolver_mor	-739.817566 -804.691040 40.427155	0.861 0.207 -0.187
item_ammo_revolver_mor	-749.921448 -804.853516 40.423523	0.890 0.439 0.010
item_ammo_revolver_mor	-764.685425 -805.244019 40.454330	0.399 0.251 -0.150
item_ammo_revolver_mor	-640.664490 88.089859 99.405548	-0.081 -0.020 -0.025
item_ammo_revolver_mor	-630.320190 90.282875 99.338196	-0.140 -0.019 -0.042
item_ammo_revolver_mor	-621.543335 89.024391 99.356476	-0.124 -0.019 -0.038
item_ammo_revolver_mor	227.560730 -30.993382 64.416153	-0.072 -0.020 -0.022
item_ammo_revolver_mor	217.057800 -32.153397 64.395149	-0.090 -0.020 -0.027
item_ammo_revolver_mor	206.233078 -27.417093 64.454056	1.390 0.201 0.159
item_ammo_revolver_mor	-1125.205566 1005.231201 -831.674377	-0.151 -0.018 -0.046
item_ammo_revolver_mor	-1112.831299 997.815857 -831.537781	-0.032 -0.020 -0.010
item_ammo_revolver_mor	-1102.728516 997.920410 -831.637207	-0.119 -0.019 -0.036
item_ammo_revolver_mor	-1132.968018 -308.599274 -831.594421	-0.081 -0.020 -0.025
item_ammo_revolver_mor	-1124.569214 -307.034180 -831.611267	-0.096 -0.020 -0.029
item_ammo_revolver_mor	-1113.797119 -305.557739 -831.656982	-0.136 -0.019 -0.041
item_ammo_revolver_mor	-1132.299683 -1896.586182 -831.596008	-0.218 -0.016 -0.108
item_ammo_revolver_mor	-1125.370728 -1895.375488 -831.606384	-0.092 -0.020 -0.028
item_ammo_revolver_mor	-1116.022949 -1892.030396 -831.589417	0.755 1.186 0.228
item_ammo_revolver_mor	609.485657 -2290.994629 -831.554382	0.436 -0.524 0.041
item_ammo_revolver_mor	598.075928 -2298.239746 -831.600220	-0.086 -0.020 -0.026
item_ammo_revolver_mor	590.834412 -2301.157959 -831.625427	-0.109 -0.020 -0.033
item_ammo_revolver_mor	1648.518799 -818.745789 -831.609619	-0.095 -0.020 -0.029
item_ammo_revolver_mor	1638.344116 -818.602417 -831.669189	-0.147 -0.018 -0.044
item_ammo_revolver_mor	1628.309692 -817.631897 -831.544006	0.564 -0.227 -0.087
item_ammo_revolver_mor	1704.418701 -1622.100708 -831.506104	-0.457 -0.508 0.118
item_ammo_revolver_mor	1714.967651 -1622.518677 -831.587830	2.069 -0.162 -0.102
item_ammo_revolver_mor	1725.476440 -1620.435669 -831.524109	-0.203 -0.708 0.047
item_ammo_revolver_mor	1714.381836 -640.886719 -831.548157	1.135 -1.566 -0.062
item_ammo_revolver_mor	1696.492188 -641.303528 -831.573914	1.765 -0.128 -0.099
item_ammo_revolver_mor	1725.343628 -641.190552 -831.557983	1.378 -0.420 -0.077
item_ammo_revolver_mor	80.557587 -1218.940918 -831.604797	-0.091 -0.020 -0.027
item_ammo_revolver_mor	95.159119 -1216.916016 -831.643494	-0.124 -0.019 -0.038
item_ammo_revolver_mor	102.927635 -1220.705200 -831.666687	-0.145 -0.018 -0.044
item_ammo_revolver_mor	-1668.701050 -2676.631348 -688.629028	0.025 0.031 0.004
item_ammo_revolver_mor	-1653.592773 -2677.782959 -688.582458	0.016 0.031 0.002
item_ammo_revolver_mor	-1641.292725 -2680.089600 -688.573181	0.014 0.031 0.002
item_ammo_revolver_mor	1143.389526 -1273.655884 -767.627319	0.110 0.019 -0.033
item_ammo_revolver_mor	1133.602783 -1271.931641 -767.595886	0.083 0.020 -0.025
item_ammo_revolver_mor	1121.455322 -1268.803955 -767.652405	0.132 0.019 -0.040
item_ammo_revolver_mor	1158.582886 -799.997192 -831.604797	-0.091 -0.020 -0.027
item_ammo_revolver_mor	1170.443604 -799.565674 -831.639282	-0.121 -0.019 -0.037
item_ammo_revolver_mor	1182.059326 -800.045105 -831.577820	-0.067 -0.020 -0.020
item_ammo_revolver_mor	-1203.312988 -2262.819824 96.447365	0.929 -0.693 -0.635
item_ammo_revolver_mor	-1211.626343 -2262.674072 96.437431	0.330 -0.147 -0.388
item_ammo_revolver_mor	-1221.809937 -2262.708252 96.449738	-0.631 0.144 -0.520
item_ammo_revolver_mor	-1221.334961 -2244.029053 96.449875	-0.544 0.354 -0.482
item_ammo_revolver_mor	-1211.333496 -2243.982666 96.429535	-0.463 0.300 -0.592
item_ammo_revolver_mor	-1204.855957 -2244.070313 96.433182	0.318 -0.187 -0.403
item_ammo_revolver_mor	-1189.801270 -2262.677002 96.478577	-0.292 0.161 -0.219
item_ammo_revolver_mor	-1175.243774 -2262.687256 96.434052	0.708 -0.134 -0.636
item_ammo_revolver_mor	-1191.903809 -2243.929199 96.408318	-0.079 -0.020 -0.024
item_ammo_revolver_mor	-1173.610596 -2244.014160 96.446259	-0.579 0.243 -0.523
item_ammo_revolver_mor	-577.661560 -2464.581299 175.402176	-0.126 -0.017 -0.098
item_ammo_revolver_mor	-590.130493 -2464.586914 175.382538	-0.098 -0.004 -0.013
item_ammo_revolver_mor	-591.701355 -2436.754150 175.349884	-0.130 -0.019 -0.039
item_ammo_revolver_mor	-580.197327 -2436.177979 175.393585	-0.092 -0.020 -0.028
weapon_frag	143.130005 431.341003 -12.000000	0.000 0.000 0.000
weapon_frag	-514.517883 -4140.198730 131.122360	-36.154 -56.334 -90.630
weapon_frag	-529.387268 -4136.411621 131.197647	-37.304 -55.137 -92.451
weapon_frag	-304.468903 -2009.661133 98.096649	-35.761 -56.714 -90.029
weapon_frag	-319.297485 -2006.617065 98.102127	-35.845 -56.634 -90.157
weapon_frag	-300.334381 -2023.355591 98.748543	17.157 -30.878 -104.127
weapon_frag	-320.099640 -2019.905518 98.085144	-35.585 -56.869 -89.764
weapon_frag	-820.662598 -1700.864868 42.193996	-37.248 -55.201 -92.361
weapon_frag	-851.035217 -672.669922 42.157436	-36.690 -55.794 -91.466
weapon_frag	-978.588135 107.875015 101.122215	-36.152 -56.337 -90.627
weapon_frag	-962.089844 114.009766 101.090614	-35.669 -56.800 -89.890
weapon_frag	-666.538086 -1374.472656 -765.893677	15.523 -25.947 -89.462
weapon_frag	-1224.363647 835.791443 -767.813904	-37.128 -55.326 -92.167
player_start	-1677.074097 -1139.756714 -832.434204	0.050 0.000 -0.058
player_start	-2768.618896 -106.023659 -831.416382	-0.038 0.001 -0.089
player_start	-4080.626465 -1129.873291 -832.450562	0.079 0.000 -0.081
player_start	-5189.378418 -1097.891846 -831.446167	0.072 0.000 -0.075
player_start	-5062.769531 -545.710205 -935.438477	0.027 -0.000 -0.027
player_start	-2845.470215 -911.142700 -831.454529	0.086 0.000 -0.087
player_start	-732.478149 -490.605133 -831.449036	0.078 0.000 -0.078
player_start	670.502869 -1092.461670 -832.455322	0.087 0.000 -0.089
player_start	959.975952 -2021.130005 -831.452881	0.083 0.000 -0.085
player_start	2038.883057 -1053.324097 -831.439758	0.060 0.000 -0.065
player_start	2064.319824 -1861.090454 -831.434692	0.051 0.000 -0.059
player_start	-219.748886 603.835205 -831.448303	0.075 0.000 -0.078
player_start	-1373.240112 -2723.488281 -688.453674	0.084 0.000 -0.086
player_start	-408.164612 -2829.908203 64.580482	0.062 -1.473 0.000
player_start	-89.658554 -3524.425049 64.561989	-0.060 0.000 -0.060
player_start	-798.290039 -4273.070801 88.564743	0.052 0.000 -0.060
player_start	-1704.535278 -3400.349121 64.550919	0.078 -0.000 -0.078
player_start	-1679.194824 -1916.067871 64.545464	0.086 0.000 -0.087
player_start	-1654.779785 -802.802917 64.548653	0.080 0.000 -0.082
player_start	-1013.534119 -178.007736 64.589752	-0.033 1.733 0.001
player_start	-762.915710 -900.899841 40.560837	0.059 0.000 -0.065
player_start	-457.087646 -1868.868530 64.554482	0.072 -0.000 -0.072
player_start	100.728333 -1639.971802 64.540306	0.094 0.000 -0.095
player_start	-610.554688 459.751068 -15.454536	0.086 0.000 -0.087
player_start	-208.233047 -85.513763 -831.449036	0.077 0.000 -0.079
player_start	-1330.594116 -2094.397705 -831.415649	-0.049 0.001 -0.098
player_start	-136.341171 -2836.027588 -760.422791	0.017 0.000 -0.055
player_start	-794.890869 -1367.102539 -831.432678	0.047 0.000 -0.057
player_start	-1662.316162 -2951.992676 64.550919	0.077 0.000 -0.079
